"title","type","priceWithCurrency","lastUpdated","availableText","itemLocation"
"New Thermal Men Hooded Winter Vest Coat Jacket Slim Casual Sleeveless Ultra Warm","Jacket","US $31.81","Oct 16, 2024 01:07:45 PDT","Last one",""
"Men’s Avirex American Flight Real Bomber Jacket Genuine Cowhide Leather Jacket","Jacket","US $44.50/ea","","2 available1 sold",""
"Mens Leather Shirt Lambskin Soft Slim Fit Button Up Full Sleeve Shirt Coat","Jacket","US $118.66","Sep 21, 2024 23:41:30 PDT","Last one1 sold",""
"Men's Warm Winter Sherpa Jacket Fleece Jacket Casual Coat","Jacket","GBP 58.99","","2 available",""
"Burton Wool Trench Coat Size Large Mens Grey Overcoat Coat","Jacket","GBP 39.00","","","Hatfield, United Kingdom"
"Columbia Sports Men's Watertight II Waterproof, Breathable Packable Rain Jacket","Jacket","US $69.95","Sep 17, 2024 09:27:58 PDT","8 available102 sold","Lake Geneva, Wisconsin, United States"
"Mens Lightweight Warm Padded Jackets Hooded Winter Quilted Puffer Cotton Coats","Coat","US $27.66/ea","Jun 13, 2024 20:30:03 PDT","2 available1 sold",""
"Moose Knuckles Down Hooded Bomber Jacket- kids size 12 Black, Winter Coat","Jacket","C $149.99","","",""
"Women's Fur Fluffy Hooded Jacket Parka Coat Fleece Winter Warm Overcoat Outwear#","Coat","US $29.99","Oct 13, 2024 20:50:10 PDT","Last one12 sold",""
"Vintage Columbia Outdoor Coat XL Detachable Fleece Cream","Coat","GBP 44.99","Oct 18, 2024 09:13:05 PDT","",""
"George Mens Utility Jacket, Black or Stonewash, New","Jacket","US $22.98","Jul 25, 2024 11:03:45 PDT","2 available3 sold","Lincolnton, North Carolina, United States"
"Men's Winter Hooded Parkas for Outdoor Activities Warm Casual Padded Coat","Coat","US $49.72/ea","Oct 14, 2024 07:59:10 PDT","2 available",""
"Women's Wonder Ricky Bobby Full-Zip White Motorcycle Faux Leather Jacket","Jacket","US $127.00","Oct 07, 2024 02:32:50 PDT","Last one1 sold",""
"Vintage Magee Olympic T2 Blazer Mens 44R Grey Tweed Tartan Sports Coat 100% Wool","Blazer","GBP 34.89","","","Kingston Bagpuize , United Kingdom"
"Athentic American Bruiser Limited edition Authentic Leather jacket For Unisex","Jacket","US $239.20","Oct 10, 2024 11:45:20 PDT","Last one4 sold",""
"The North Face Men's Outdoor Thermoball Full Zip Jacket","Jacket","US $129.00/ea","Oct 16, 2024 15:20:32 PDT","2 available19 sold","Miami, Florida, United States"
"Men's Vintage Harrington Jacket Retro zip Coat Classic Style Lightweight Quality","Coat","US $59.00","Jan 17, 2023 19:13:49 PST","Last one2 sold",""
"Ladies Coat 2024 Coat Woolen Long Suit Collar with Multiple Buttons Topcoat","Coat","US $32.29","Aug 06, 2024 01:01:52 PDT","2 available1 sold",""
"Electric Heated Jacket Hooded Coat Rechargeable Outwear Washable Winter Warmer","Jacket","US $17.49","Oct 14, 2024 02:37:14 PDT","3 available",""
"New Johnny Silverhand Cyberpunk 2077 Keanu Reeves Real Leather Vest Jacket","Vest","US $49.00","Oct 10, 2024 00:13:09 PDT","Last one1 sold",""
"The Karate Kid Johnny Lawrence Cobra Kai Red Leather Jacket Bomber Jacket Coat","Jacket","US $49.95","Oct 18, 2024 14:05:33 PDT","2 available1 sold","Bolingbrook, Illinois, United States"
"Men Brown Suede Leather Jacket Pure Flight/Bomber Size S M L XL XXL Custom - 167","Jacket","US $147.83","Sep 29, 2024 09:50:09 PDT","Last one2 sold",""
"Mens Vintage Dunn & Co Blazer Sport Jacket Charcoal Size 40","Blazer","GBP 14.99","","","Yeovil, United Kingdom"
"Nike Air Women's Oversized Woven Bomber Jacket Black/White size S, M","Jacket","US $108.00","Sep 18, 2024 05:55:41 PDT","Last one1 sold","Philadelphia, Pennsylvania, United States"
"Mens Black Leather Rock Punk Style Silver Studded Spiked Biker Moto Jacket XPL08","Jacket","US $189.99","Oct 03, 2024 01:00:54 PDT","Last one2 sold",""
"Brown Suede Leather Long Coat Women Pure Goatskin Biker Trench Coat S M L XL-369","Coat","US $267.53","Jul 28, 2024 06:01:40 PDT","2 available5 sold",""
"Men's Real Suede Leather Black Motorcycle Biker Fringe Jacket Cowboy Vintage-036","Jacket","US $179.99","Sep 29, 2024 09:56:35 PDT","Last one1 sold",""
"Detroit Lions Satin Bomber Letterman Varsity Jacket Embroidery Logos All Sizes","Jacket","US $92.00/ea","Oct 01, 2024 00:33:01 PDT","2 available2 sold",""
"Mens Classic Bicker Cowhide Motorcycle Zip-Out Liner Leather Jacket Gun Pocket","Jacket","US $119.99/ea","Oct 06, 2024 15:28:07 PDT","3 available433 sold","Lodi, New Jersey, United States"
"Uniqlo White Mountaineering Recycled Hybrid Down Jacket from Japan NEW 459677","Jacket","US $119.99","Oct 18, 2024 07:46:08 PDT","Last one1 sold",""
"Women Black Real Leather Crop Motorcycle Jacket Womens  Cropped Biker Jacket","Jacket","GBP 133.71","Oct 15, 2024 13:33:29 PDT","2 available5 sold",""
"Men's Crocodile Embossed Motorcycle Black Hoodie Real Leather Jacket","Jacket","US $119.99","Oct 14, 2024 02:49:18 PDT","Last one2 sold",""
"Hooded Men's Casual Quilted Coat Zip Up Perfect Outer Layer for Winter Weather","Coat","US $45.48/ea","Oct 12, 2024 10:12:59 PDT","2 available",""
"Men's Windbreaker Winter Jacket Warm Winter Coat Outdoor Sports Hooded Jacket US","Jacket","US $27.54/ea","","2 available1 sold","California/New Jersey, United States"
"Womens Silver Leather Blazer Formal Pure Lambskin Size S M L XL XXL Customiz-126","Blazer","US $197.78","Apr 25, 2024 11:22:41 PDT","Last one3 sold",""
"Hooded Jackets Men RAF B3  Flight Aviator Fur Shearling Faux Sheepskin Leather","Jacket","US $46.48","Oct 14, 2024 13:26:59 PDT","Last one5 sold",""
"scandia woods® Men’s Winter Jacket Gray With Pockets Size 2X","Jacket","US $25.15","","","Port Leyden, New York, United States"
"Men's San Francisco 49ers 80’s Letterman Wool/Leather Red Bomber Varsity Jacket","Jacket","US $38.00","Oct 17, 2024 11:46:55 PDT","Last one2 sold",""
"Men's Light/Baby Pink Leather Bomber Jacket 100% Real Lambskin Biker Jacket- 115","Jacket","US $135.99","","Last one1 sold",""
"ADIDAS GOLF Men's Size SMALL CLIMAPROOF V-neck Lined Wind shirt Jacket","Wind Shirt, Windbreaker, Windjacket, pullover","US $21.95","Aug 02, 2024 12:56:15 PDT","More than 10 available81 sold","Lake Geneva, Wisconsin, United States"
"Pure Suede Leather Jacket Women Brown Biker Moto Custom Made Size S M L XL - 196","Jacket","US $134.91","","Last one1 sold",""
"Mens Bodywarmer Quilted Padded Gilet Outdoor Sleeveless Coat Zip Up Jacket Tops","Jacket","US $24.07","Sep 03, 2024 18:40:11 PDT","Last one",""
"ADIDAS GOLF Men's S-2XL Lightweight Quarter-Zip Pullover, DriFit Athletic Jacket","Jacket","US $49.95","Aug 02, 2024 12:56:13 PDT","More than 10 available8 sold","Lake Geneva, Wisconsin, United States"
"UNIQLO :C Down Short Jacket S-XXL Water-Repellent Finish Women 472011 NWT","Jacket","US $129.90","Oct 18, 2024 07:51:12 PDT","Last one1 sold",""
"Customized Lehenga Stitched Lengha Choli Sari Blouse Salwar Kameez Ready made XL",,"US $4.00","Oct 17, 2024 22:42:00 PDT","Last one25 sold",""
"Columbia Sports - Men's S-3XL Great Hart Mountain™ III Half-Zip Pullover Jacket","Sweatshirt","US $61.95","Sep 16, 2024 19:04:36 PDT","8 available1 sold","Lake Geneva, Wisconsin, United States"
"Hi-Vis Class 3-Safety Jacket Neon Reflective Coat Bomber Jacket Size XL","Safety Jacket","US $32.95","Oct 17, 2024 23:54:02 PDT","More than 10 available12 sold","Chino, California, United States"
"Brad Pitt Fight Club Tyler Durden Mayhem Red Quilted Real Leather Jacket","Jacket","US $46.00","Oct 15, 2024 00:38:42 PDT","Last one1 sold",""
"Mens AVIREX Jacket 100% Real Lamb Leather Jacket Aviator American Bomber Jacket","Jacket","US $169.99/ea","","4 available29 sold",""
"NY Yankees Vintage 90s Athletic Jacket Blue Satin Bomber Style Varsity Jacket","Jacket","US $129.00","Oct 18, 2024 00:28:31 PDT","3 available5 sold","Parlin, New Jersey, United States"
"University Of Notre Dame Rudy Irish Wool & Cowhide Leather Sleeves Bomber Jacket","Jacket","US $37.00","Oct 17, 2024 11:44:42 PDT","Last one",""
"Black Leather Cape Women Poncho Winter Jacket Cloak Leather trench coat","Cape","US $119.00","Sep 17, 2024 23:51:33 PDT","2 available1 sold",""
"Men's Genuine Lambskin Leather Jacket Black Quilted Slim Fit Biker Jacket - 040","Jacket","US $179.99","Sep 18, 2024 04:18:07 PDT","2 available7 sold",""
"Mens Winter Laple Over Knee Eco Faux Fur Coat Furry Overcoats Casual Loose Solid","Coat","US $121.71","Oct 16, 2024 15:42:05 PDT","2 available",""
"Cowhide Hair-On Jacket For Women's Genuine Cow Skin Leather Natural Multicolor","Jacket","US $219.00","Oct 18, 2024 09:45:42 PDT","Last one8 sold",""
"Men Jacket Slim Fit Thin Outwear Jackets Spring Fall Baseball Casual Coat","Jacket","US $31.49","","Last one",""
"Lole Winter Parka - Large","Jacket","US $45.00","","","Joplin, Missouri, United States"
"Men's Hooded Jacket Lightweight Coat Sportwear Full Zip Windbreaker Long Sleeves","Jacket","US $36.97","Oct 16, 2024 00:06:55 PDT","Last one",""
"Men's Handmade Wool Business Formal Jacket Long Casual Warm Cashmere Trench Coat","Coat","US $108.95","","Last one",""
"Men's Raf Aviator Real Leather Jacket Coat Bomber  Leather Skin Pilot Flying","Jacket","US $197.99","","Last one",""
"Mens Classic Hooded Leather Jacket Black Zipper Closer Genuine Lambskin Handmade","Jacket","US $140.80","Oct 12, 2024 00:07:42 PDT","Last one",""
"Men's Cotton Vest Jacket Stand Up Sleeveless Pockets Waistcoat Warm Coat Winter","Vest","US $43.83","Feb 29, 2024 16:53:16 PST","Last one",""
"Vintage 80s Harrington Jacket L Men's Midnight Blue Workwear","Jacket","GBP 40.00","","",""
"The North Face 1996 Retro Nuptse 700 Keep warm in winter Down Puffer Jacket Coat","Coat","US $206.99","","Last one1 sold","Brooklyn, New York, United States"
"Kuhl Impakt Jacket Men's Large Soft Shell Gotham Black Gray Black","Jacket","US $60.00","","","San Francisco, California, United States"
"Leather Jacket Shearling Bomber Men's Aviator Sheepskin Black & Brown Real Coat","Jacket","US $197.99","","Last one",""
"Lands End Mens Medium Jacket Sherpa Deep Pile Fleece Beige Outdoors Activewear","Jacket","US $19.99","","","Boone, Iowa, United States"
"Men's Fashion Vintage Steampunk Coat Renaissance Jacket Medieval Gothic Jacket","Jacket","US $45.99","Aug 05, 2024 04:05:11 PDT","10 available",""
"Hugo Boss Gilet Water Repellent White Large Excellent Condition","Jacket","US $150.00","Oct 18, 2024 05:35:23 PDT","","Reston, Virginia, United States"
"NWT Grundens Brigg Hooded PVC Orange Commercial Fishing Jacket Adult Extra Small","Jacket","US $69.50","","","Everett, Washington, United States"
"Polo Ralph Lauren Men Full-Zip Pony Sherpa Fleece Coat Jacket Size XL Gray","Jacket","US $85.00","Nov 29, 2023 10:55:15 PST","5 available2 sold","Philadelphia, Pennsylvania, United States"
"KIRKLAND SOFTSHELL FLEECE LINED JACKET MENS WINTER JACKET(GREY HEATHER,LARGE)","Jacket","US $24.20/ea","Oct 15, 2024 05:51:34 PDT","3 available3 sold","Fullerton, California, United States"
"Men Faux Fur Coat Mens Winter Warm Thicker Long Jacket Overcoat Parka Outwear","Coat,Coatigan","US $58.70/ea","Oct 14, 2024 18:31:16 PDT","2 available1 sold","California/New Jersey, United States"
"Custom U.S. Air Force Veteran Bomber Jacket With Fleece Your Military Rank S-5XL","Jacket","US $49.80","Oct 14, 2024 17:20:06 PDT","2 available2 sold","Newton, North Carolina, United States"
"Retro Style Real Leather Lapel Collar Jacket Short Coat Men Pockets Business Zip","Jacket","US $158.24","Feb 25, 2024 17:51:06 PST","5 available1 sold",""
"Reebok Mens Classic Glacier Shield Jacket","Glacier Shield Coat","US $56.39","Oct 18, 2024 08:31:27 PDT","Limited quantity available9 sold","Cedar Rapids, Iowa, United States"
"Vintage Patagonia Outdoor Jacket XL Capilene Black","Jacket","GBP 39.99","Oct 18, 2024 09:13:22 PDT","",""
"Snap on Tools Men's XL Winter Jacket Black/Grey Detachable Hood HEAVYWEIGHT NWT","Jacket","US $130.00","Sep 30, 2024 19:50:38 PDT","6 available1 sold","Minnetonka, Minnesota, United States"
"Men's 100%wool Suit Jacket Double-sided Denim Suit Top Business Casual Fashion","Coat","US $127.92","Oct 18, 2024 13:09:07 PDT","Last one",""
"Men's Heavy Short Puffer Jacket WARMEST - All in Motion DARK BLUE M L XL XXL","Hooded heavy warmest jacket","US $41.59","Oct 14, 2024 09:58:00 PDT","Last one1 sold","Canyon Country, California, United States"
"Men's Black Leather Jacket Cafe Racer Style Winter Season Real Lambskin Handmade","Jacket","US $132.00","Oct 12, 2024 00:07:34 PDT","Last one",""
"Wilsons Leather Jacket Womens Size Medium Thinsulate Lined Black Soft Leather","Jacket","US $224.95","","","Buna, Texas, United States"
"Levi's Jean Trucker Jacket Mens XL Blue Denim Lining Quilted Sleeves Signature","Jacket","US $52.00","","","Joplin, Missouri, United States"
"NWT Mens Ten Thousand Black Insulated Tech Full Zip Jacket Size Large","Jacket","US $130.00","","","Lakewood, New Jersey, United States"
"Men's Fall/winter Thick Waffle Plaid Hooded Hoodie Shirt-style Cardigan Jacket","Coat","US $37.35","","Last one",""
"Columbia - Men's 650 Down Puffer Jacket W/ Removable Hood. Omni-Heat. NAVY. XL.","Jacket","US $99.95","Oct 04, 2024 11:18:49 PDT","Last one2 sold","Woodside, New York, United States"
"Men Chinese Cardigan Coat Jacket Tang Suit Button Cotton Pocket Loose Fashion","Jacket","US $44.90","","Last one",""
"Women's The North Face Plus Black 1996 Retro Nuptse 700 Down Puffer Jacket New","Jacket","US $169.00","Oct 18, 2024 15:37:12 PDT","2 available25 sold","New York, United States"
"2024 Winter Men's Stand Collar Jacket Imitation Mink Fur Leather Button Slim Fit","Coat","US $169.99","","Last one",""
"HWK Motorcycle Jacket for Men Adventure w/Cordura Textile Fabric, Large - Black-","Jacket","US $62.99","","","Dover, New Hampshire, United States"
"Chic Men's Wool Blend Mid Length Jacket Business Formal Casual Work Trench Coats","Coat","US $118.79","","3 available",""
"ARRIS Men`s Heated Jacket, Electric Windproof with 7.4V Battery&Detachable Hood","Jacket","US $118.98","Oct 11, 2024 02:37:40 PDT","More than 10 available33 sold","Charlotte, North Carolina, United States"
"New Carhartt Men's Duck Chore Coat - Blanket Lined L Black C01M Button Front","Coat","US $109.00","","9 available1 sold","Whitefish, Montana, United States"
"Mens Faux Fur Coats Mid Length Jacket Winter Luxury Casual Dress Outdoor Trench","Jacket","US $96.29","Apr 20, 2024 20:52:30 PDT","3 available",""
"1- Heavy Duty WATERPROOF OUTDOORS FISHING HUNTING PVC RAIN COAT JACKET HOOD 4XL","Jacket","US $12.95","Oct 16, 2024 13:46:42 PDT","2 available1 sold","West Chicago, Illinois, United States"
"Schmidt Hi Viz Winter Jacket","Jacket","US $30.00","","","Saint Clair, Michigan, United States"
"Mens Round Neck Sleeveless Vest Short Coat Jacket Zipper Waistcoat Cotton Padded","Vest","US $50.99","","Last one",""
"NWT Berne Flannel Shirt Jacket Women's XXL Hooded Insulated Quilted Plaid Black","Jacket","US $24.95","","Last one1 sold","Fort Wayne, Indiana, United States"
"Nissan  Motorsport Racing Fan Jacket S-6XL","Jacket","US $105.00","Oct 03, 2024 20:22:38 PDT","Last one10 sold",""
"Eddie Bauer Men’s Wide Channel Hooded Down Jacket | I53","Jacket","US $40.45","Aug 15, 2024 09:46:41 PDT","Last one12 sold","Taylors, South Carolina, United States"
"NWT!!! Member’s Mark Men's Sherpa Lined Full Zip Jacket Various Colors/Sizes","Jacket","US $15.00/ea","Oct 08, 2024 15:02:05 PDT","6 available9 sold","Orland Park, Illinois, United States"
"Men's Waterproof 3-in-1 Ski Snow Jacket Puffer Liner Insulated Winter Coat (B...","Does not apply","US $128.62","Oct 15, 2024 21:52:39 PDT","Last one1 sold","Beverly Hills, California, United States"
"Columbia Sport Jacket Khaki Tan Size Large","Jacket","US $49.99","","","Lehigh Acres, Florida, United States"
"Vintage Retro 80s 90s IZOD Pullover Green Nylon Windbreaker Jacket Size XL","Jacket","US $28.99","","","Hockley, Texas, United States"
"NWT Calvin Klein Men's Classic Trucker Jacket Cotton Denim Jean Jacket","Jacket","US $89.98","","5 available2 sold","East Amherst, New York, United States"
"INC International Concepts Men's Colorblocked Velour Track Jacket  White XL","Coat","US $6.55","Oct 15, 2024 16:57:27 PDT","2 available1 sold","Bristol, Pennsylvania, United States"
"Customized 2024 New UZZDSS Winter Women Coat Fashion Casual Stitching Plaid Clot","Coat","US $23.99","","5 available1 sold","Saint Ann, Missouri, United States"
"Men's Western Style Texas Tuxedo Short Formal Jacket Wedding Prom","Tuxedo","US $42.99","Oct 18, 2024 15:30:04 PDT","7 available60 sold","Bradenton, Florida, United States"
"Vintage Toronto Blue Jays Puffer Jacket Mens M Starter MLB Diamond Collection","Jacket","US $64.00","Oct 15, 2024 10:30:06 PDT","","Tampa, Florida, United States"
"Mens Dri-Duck Canyon Cloth Cotton Canvas Brown Zip Up Jacket Size 4XL Brand New","Jacket","US $41.99","Aug 13, 2024 08:45:20 PDT","2 available1 sold","Lee's Summit, Missouri, United States"
"Bellagio Men's Full Zip Jacket Blue Inner Zip Pocket Elastic Waist Size Medium","Jacket","US $19.88","","","Bronx, New York, United States"
"Winter Men's Lapel Double-sided Real PU Leather Leopard Print Jacket Tops PINLI","Coat","US $202.54","","Last one",""
"The North Face Apex Denali Jacket Men’s Size Large Red Full Zip Fleece Lined A2","Jacket","US $50.36","","","Pompano Beach, Florida, United States"
"Amazon Essentials Polar Fleece Jacket Full Zip Size Large NWT Gray","Jacket","US $6.29","Aug 20, 2024 04:30:43 PDT","7 available5 sold","Roebuck, South Carolina, United States"
"AFC Men’s Tri-Mountain 8350 Panda Fleece Vest a Zip up -Small to Big & Tall Size","Vest","US $16.98","Oct 17, 2024 14:50:33 PDT","10 available32 sold","Miamisburg, Ohio, United States"
"XX-Large XXL Hi-Vis Class 3-Safety Jacket Neon Reflective Coat Bomber Jacket","Safety Jacket","US $35.95","Oct 15, 2024 15:56:02 PDT","More than 10 available35 sold","Chino, California, United States"
"Cabela’s Blue Puffer Coat Men Size  Medium Winter Snow Zip Hooded Bomber Outdoor","Coat","US $45.00","","","Sparks, Nevada, United States"
"Ariat Men's Rebar Canvas Black Shirt Jacket 10052122","Jacket","US $79.95","","2 available2 sold","Myrtle Beach, South Carolina, United States"
"Legendary Outfitters Men’s Shirt Jacket with Hood","Jacket","US $26.99/ea","Sep 10, 2024 22:25:51 PDT","5 available72 sold","Totowa, New Jersey, United States"
"Stylish Mens Winter Trench Coat Double Breasted Long Jacket Dress Shirt Overcoat","Coat,Jacket","US $48.04/ea","","2 available1 sold","California/New Jersey, United States"
"PacSun Hot Wheels Oversized Zip Up Racing Driver Women's Jacket Bomber Gray #040","Jacket","US $49.95","Oct 17, 2024 06:28:05 PDT","2 available11 sold","West Berlin, New Jersey, United States"
"Mens Jacket Tactical Fleece Work Casual Full-Zip Windproof Coat Outdoor Hiking","Jacket","US $28.49","Oct 16, 2024 22:45:54 PDT","5 available7 sold","Solon, Ohio, United States"
"UNDER ARMOUR Men's UA Storm Unstoppable ColdGear Swacket Small Black Jacket NWT","Jacket","US $49.99","","","Jessup, Pennsylvania, United States"
"Spyder Men's Full Zip Jacket Medium Polar Gray Warm Up Track Gym Activewear New","Jacket","US $18.95","Mar 11, 2024 18:06:52 PDT","4 available6 sold","Kirkland, WA, United States"
"Lucky Brand Men's Leather Buttery Soft Button Up Jacket Brown Size Large","Jacket","US $125.00","","","Portland, Oregon, United States"
